"id","category","sub_category","year","end_year","country","region","country_income_group","sids","lldc","fcs","ida","recipient_institution","recipient_institution_type","implementing_agency","provider","provider_region","provider_country","provider_type","sector_name","program_scheme_project","fund_name","fund_type","bi_multi_code","allocable","type_of_aid","channel_code","gender","environment","biodiversity","ocean_oda","sustainable_ocean_oda","land_based_oda","plastic_oda","plastic_specific_oda","solid_waste_oda","wastewater_oda","ft_concessional_loan","ft_commercial_loan","ft_equity","ft_grant","ft_others","commitment","created_at","updated_at","sources_intermediaries","archetype","pathways","convertible_bonds","public_offering"
"600","public finance","MEA Finance","2020","2023","Bangladesh","Asia","Upper middle income","1","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Corporation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Government","General Environment Protection","bCAtUc2YkRtoKaAg","Global Environment Facility (GEF4)","Multi Donor Regional","1","1","D01","22000","1","2",,"0","1","1","0","0","0","0","91","84","16","66","82","747","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Plastic Waste-to-Energy","Non-circular Pathways","140","27"
"601","private finance","Private Finance","2021","2023","Chile","Latin America and the Caribbean","Upper middle income","0","1","1","1","Ministry of Environment and Renewable Energy","Regional Development Bank","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Government agency","Water Supply & Sanitation","M7MsAlZuEmpLjg6J","Adaptation Fund (AF)","Multilateral","7","1","B03","11001","2","0","0","0","0","0","1","0","0","1","26","62","86","18","72","708","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Multilateral Institution","Circular Use","Circular Pathways","83","186"
"602","public finance","MEA Finance","2021","2018","Somalia","Africa","Low income","0","0","1","1","UNEP","Regional Government","World Bank","Sweden","Europe","Sweden","Corporation","General Environment Protection","kEJ2f1JYEv1ZLEpY","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","3","1","D01","41107","1",,"0","0","1","1","1","0","0","0","46","48","44","8","10","920","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Managed Landfilling","Non-circular Pathways","36","117"
"603","public finance","Domestic Finance","2019","2024","Ethiopia","Africa","Low income","1","1","1","0","Economic Affairs and Investment Division Ministry of Finance","Regional agency","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Non-profit organization","General Environment Protection","Flpoo7hlOenqvoaE","Forest Investment Program (FIP)","Multilateral","3","1","E01","41107",,,"1","0","1","0","1","1","1","0","11","87","96","8","20","665","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Equity, Venture Capital","Training/ Capacity Building/ Education","Supporting Pathways","105","106"
"604","public finance","Domestic Finance","2023","2019","Egypt","Africa","High income","0","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Government agency","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Regional Government","Post-Secondary Education","hQoOBTqkwcDJMcNz","Forest Investment Program (FIP)","Multi Donor Regional","1","1","B04","11001","0","2","0","1","0","1","0","0","1","1","29","100","14","28","60","405","10/10/2024 16:12:53","10/10/2024 16:12:53","Institutional Investors","Circular Use","Circular Pathways","147","30"
"605","public finance","MEA Finance","2024","2024","Brazil","Latin America and the Caribbean","Lower middle income","0","1","1","0","UNEP","Corporation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Government","Post-Secondary Education","qWvSwtl95Zolnadi","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","1","1","B04","41107","0","0",,"1","1","0","1","0","0","1","87","96","86","43","32","827","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Circular Design and Production","Circular Pathways","107","41"
"606","private finance","Private Finance","2023","2022","Australia","Oceania","Lower middle income","0","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Regional agency","World Bank","South Korea","Asia","South Korea","Regional Development Bank","Post-Secondary Education","6mDsm348Jho4T5QC","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","1","1","C01","41107","2","0","1","1","0","0","0","0","1","1","84","89","39","5","67","185","10/10/2024 16:12:53","10/10/2024 16:12:53","Commercial Banks and Similar FIs","Recovery for controlled disposal","Non-circular Pathways","111","177"
"607","public finance","Domestic Finance","2022","2018","New Zealand","Oceania","Upper middle income","1","0","1","1","UNEP","Non-profit regional funds","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Government","General Environment Protection","OG6fxLdqpUz6dMHC","Global Environment Facility (GEF4)","Multilateral","3","0","B03","21000","1",,"2","0","1","0","1","1","1","0","36","22","87","7","38","537","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Recovery for controlled disposal","Non-circular Pathways","80","87"
"608","public finance","Domestic Finance","2018","2021","United States","North America","High income","0","1","1","0","Ministry of Environment and Renewable Energy","Regional Development Bank","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Regional agency","Transport & Storage","ePik2VSSDN8q6fe6","Forest Investment Program (FIP)","Multi Donor Regional","1","1","C01","41107",,"0","2","0","1","1","1","1","1","0","56","55","11","50","55","310","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Digital Mapping","Supporting Pathways","137","195"
"609","private finance","Private Finance","2022","2024","Russia","Europe","Lower middle income","0","0","1","1","Ministry of Environment and Renewable Energy","International Agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Research Institute","Post-Secondary Education","3heYEHFId9W8JqR5","Global Environment Facility (GEF4)","Multi Donor National","8","0","D02","41107","2","0",,"0","0","0","0","1","1","1","24","37","42","98","78","915","10/10/2024 16:12:53","10/10/2024 16:12:53","Other MEAs","Incineration","Non-circular Pathways","115","188"
"610","public finance","Development Finance","2023","2021","Canada","North America","Low income","1","0","0","1","Ministry of Environment and Renewable Energy","Regional Development Bank","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Regional Development Bank","General Environment Protection","6UbAS4mwLuzlniqE","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","1","1","C01","22000","1","1","2","0","0","0","1","1","1","1","4","23","4","65","63","964","10/10/2024 16:12:53","10/10/2024 16:12:53","European Union Institution","Plastic Waste-to-Energy","Non-circular Pathways","56","112"
"611","public finance","Development Finance","2023","2023","United Kingdom","Europe","Upper middle income","1","1","1","1","Ministry of Environment and Renewable Energy","Regional Government","World Bank","South Korea","Asia","South Korea","Corporation","Water Supply & Sanitation","DWN2rvgA6wCnmK0h","Global Environment Facility (GEF4)","Multi Donor National","4","1","B04","21000","0","0","2","0","0","1","1","1","0","0","5","98","37","24","55","417","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Managed Landfilling","Non-circular Pathways","187","60"
"612","public finance","MEA Finance","2020","2019","New Zealand","Oceania","Lower middle income","1","0","1","1","Ministry of Environment and Renewable Energy","Regional Government","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","International Agency","Transport & Storage","qViEYoQS0PxJauRK","Global Environment Facility (GEF4)","Multi Donor National","7","1","E01","21000","0",,"1","1","0","0","1","0","0","1","98","83","91","33","44","410","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Corporations","Incineration","Non-circular Pathways","66","36"
"613","public finance","MEA Finance","2020","2020","Australia","Oceania","Lower middle income","1","0","1","1","UNEP","Foundation","World Bank","South Korea","Asia","South Korea","Regional Government","Water Supply & Sanitation","xAhzadGCjHzCuYCU","Adaptation Fund (AF)","Multi Donor Regional","1","0","D01","41107","1",,,"0","1","0","0","0","1","1","37","69","16","84","58","808","10/10/2024 16:12:53","10/10/2024 16:12:53","Regional Development Bank","Value Recovery","Circular Pathways","117","26"
"614","public finance","MEA Finance","2024","2021","Argentina","Latin America and the Caribbean","High income","1","1","0","1","Economic Affairs and Investment Division Ministry of Finance","Government agency","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Government","Transport & Storage","IVPW59v5flvyj31C","Forest Investment Program (FIP)","Multilateral","3","0","D01","41107","2",,"2","1","0","1","1","1","0","1","12","59","88","49","41","159","10/10/2024 16:12:53","10/10/2024 16:12:53","Local Government","Recovery for controlled disposal","Non-circular Pathways","71","43"
"615","public finance","Development Finance","2021","2023","United Kingdom","Europe","Upper middle income","0","0","1","0","UNEP","Research Institute","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Government agency","Transport & Storage","htajWHxtpIpe4Lmq","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","8","0","B04","41107","1","1","1","0","0","0","0","1","0","1","25","6","27","95","52","521","10/10/2024 16:12:53","10/10/2024 16:12:53","European Union Institution","Incineration","Non-circular Pathways","184","182"
"616","public finance","MEA Finance","2023","2024","India","Asia","High income","1","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Non-profit regional funds","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Regional Government","General Environment Protection","C0YuuzqxYoCBDOnG","Global Environment Facility (GEF4)","Multi Donor Regional","1","0","C01","11001","1","2","2","0","0","0","0","0","1","0","100","88","42","9","54","517","10/10/2024 16:12:53","10/10/2024 16:12:53","Central Government","Clean-up","Non-circular Pathways","47","44"
"617","private finance","Private Finance","2021","2024","Egypt","Africa","High income","1","1","1","1","Ministry of Environment and Renewable Energy","Corporation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Intergovernmental Organisation","General Environment Protection","h2G1YMGxZHJtujlW","Adaptation Fund (AF)","Multi Donor National","8","1","B03","21000","1","0","1","0","0","1","1","0","1","1","39","85","7","48","67","352","10/10/2024 16:12:53","10/10/2024 16:12:53","United Nations agency, fund or commission","Research and Development","Supporting Pathways","156","95"
"618","public finance","Development Finance","2024","2023","Bangladesh","Asia","High income","1","1","0","0","UNEP","Regional Government","World Bank","UNEP","Africa","Kenya","Corporation","General Environment Protection","9bxO8o6XgUb59yT8","Adaptation Fund (AF)","Multi Donor National","7","1","C01","21000","1","1","0","0","0","0","1","0","0","1","10","4","55","26","88","887","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Investors","Managed Landfilling","Non-circular Pathways","83","114"
"619","public finance","Development Finance","2019","2023","United States","North America","Upper middle income","1","1","0","1","Ministry of Environment and Renewable Energy","Foundation","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Regional Government","General Environment Protection","jTMlcKRPeI7SGoE4","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","1","0","B03","22000","0","1","0","1","1","0","1","1","0","0","46","78","50","19","51","196","10/10/2024 16:12:53","10/10/2024 16:12:53","ILBI*","Plastic Waste-to-Energy","Non-circular Pathways","171","76"
"620","public finance","MEA Finance","2024","2021","Canada","North America","Lower middle income","1","0","0","0","UNEP","International Agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Development Bank","Post-Secondary Education","sCuASw2ukPUeew5l","Global Environment Facility (GEF4)","Multi Donor Regional","3","0","E01","22000",,,"0","1","0","0","1","1","1","0","46","39","42","60","33","633","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Equity, Venture Capital","Research and Development","Supporting Pathways","74","168"
"621","public finance","Domestic Finance","2021","2023","Malaysia","Asia","Low income","1","1","1","1","UNEP","Regional Government","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Government agency","General Environment Protection","ni9TL9U2sCuEHWOu","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","1","1","C01","21000","2",,"0","0","0","1","1","0","0","0","81","71","85","76","18","417","10/10/2024 16:12:53","10/10/2024 16:12:53","Other Public Entities","Other Services","Supporting Pathways","134","181"
"622","public finance","Domestic Finance","2019","2019","South Korea","Asia","Lower middle income","0","1","0","0","UNEP","International Agency","World Bank","Sweden","Europe","Sweden","Regional agency","Transport & Storage","94K6l2pASOzXWANi","Amazon Fund","Multilateral","3","1","C01","41107",,"2",,"1","1","1","1","0","1","0","94","35","97","12","83","712","10/10/2024 16:12:53","10/10/2024 16:12:53","Private Equity, Venture Capital","Plastic Waste-to-Fuel","Non-circular Pathways","145","168"
